order_id,customer_id,order_date,order_status
ORD01655,C01287,2025-06-17,Completed
ORD01656,C00386,2025-12-21,Completed
ORD01657,C02407,2025-04-25,Pending
ORD01658,C00239,2025-08-26,Completed
ORD01659,C01103,2025-06-07,Completed
ORD01660,C03467,2025-09-29,Completed
ORD01661,C03956,2025-12-03,Completed
ORD01662,C04922,2025-12-14,Completed
ORD01663,C01752,2025-11-24,Pending
ORD01664,C00468,2025-05-14,Completed
ORD01665,C04206,2025-02-21,Completed
ORD01666,C03624,2025-11-16,Completed
ORD01667,C04098,2025-10-30,Completed
ORD01668,C01170,2025-05-14,Completed
ORD01669,C04700,2025-03-24,Completed
ORD01670,C03827,2025-01-12,Completed
ORD01671,C04321,2025-03-04,Completed
ORD01672,C01570,2025-01-31,Completed
ORD01673,C04192,2025-08-07,Pending
ORD01674,C02363,2025-05-06,Completed
ORD01675,C02028,2025-02-12,Completed
ORD01676,C02927,2025-12-19,Completed
ORD01677,C03045,2025-02-19,Completed
ORD01678,C01022,2025-03-27,Completed
ORD01679,C03009,2025-11-01,Completed
ORD01680,C03889,2025-01-30,Completed
ORD01681,C02014,2025-05-19,Completed
ORD01682,C03771,2025-05-19,Completed
ORD01683,C01267,2025-07-01,Completed
ORD01684,C03843,2025-06-01,Completed
ORD01685,C02709,2025-04-18,Completed
ORD01686,C01132,2025-06-11,Completed
ORD01687,C01269,2025-04-16,Completed
ORD01688,C00599,2025-06-22,Completed
ORD01689,C00895,2025-11-23,Completed
ORD01690,C00931,2025-10-31,Completed
ORD01691,C01127,2025-01-15,Completed
ORD01692,C00095,2025-09-08,Completed
ORD01693,C02031,2025-07-25,Cancelled
ORD01694,C04777,2025-04-15,Completed
ORD01695,C00271,2025-07-04,Completed
ORD01696,C01447,2025-02-08,Cancelled
ORD01697,C02534,2025-05-16,Completed
ORD01698,C03473,2025-08-13,Cancelled
ORD01699,C02002,2025-07-07,Completed
ORD01700,C04592,2025-05-16,Cancelled
ORD01701,C01115,2025-06-11,Pending
ORD01702,C03477,2025-03-03,Completed
ORD01703,C03354,2025-02-25,Cancelled
ORD01704,C02562,2025-12-09,Pending
ORD01705,C04677,2025-11-09,Completed
ORD01706,C02213,2025-03-14,Completed
ORD01707,C00699,2025-10-01,Completed
ORD01708,C02699,2025-06-11,Completed
ORD01709,C03593,2025-06-12,Completed
ORD01710,C01264,2025-07-25,Completed
ORD01711,C01043,2025-11-25,Completed
ORD01712,C03021,2025-01-31,Completed
ORD01713,C00873,2025-05-19,Completed
ORD01714,C04756,2025-12-03,Completed
ORD01715,C00258,2025-04-04,Completed
ORD01716,C01095,2025-04-10,Completed
ORD01717,C04548,2025-07-09,Completed
ORD01718,C01885,2025-06-28,Completed
ORD01719,C00459,2025-12-22,Completed
ORD01720,C02731,2025-11-27,Completed
ORD01721,C04162,2025-09-23,Completed
ORD01722,C02754,2025-01-15,Completed
ORD01723,C02590,2025-01-24,Completed
ORD01724,C04166,2025-02-15,Completed
ORD01725,C03696,2025-04-19,Completed
ORD01726,C02124,2025-05-31,Completed
ORD01727,C02934,2025-04-03,Completed
ORD01728,C03878,2025-09-10,Completed
ORD01729,C03953,2025-05-10,Completed
ORD01730,C02241,2025-10-17,Completed
ORD01731,C02168,2025-10-28,Completed
ORD01732,C00278,2025-06-06,Completed
ORD01733,C02313,2025-01-28,Completed
ORD01734,C03562,2025-01-05,Completed
ORD01735,C04656,2025-09-30,Completed
ORD01736,C01112,2025-07-19,Completed
ORD01737,C04476,2025-08-11,Completed
ORD01738,C03748,2025-07-06,Completed
ORD01739,C01704,2025-09-12,Completed
ORD01740,C04864,2025-04-27,Completed
ORD01741,C02881,2025-11-30,Completed
ORD01742,C03112,2025-01-11,Completed
ORD01743,C00825,2025-03-13,Completed
ORD01744,C00182,2025-05-11,Completed
ORD01745,C03833,2025-03-22,Completed
ORD01746,C02075,2025-07-01,Returned
ORD01747,C01623,2025-11-05,Completed
ORD01748,C00357,2025-02-17,Pending
ORD01749,C03557,2025-01-31,Completed
ORD01750,C01824,2025-03-14,Completed
ORD01751,C02072,2025-08-28,Completed
ORD01752,C03608,2025-10-16,Completed
ORD01753,C03254,2025-03-11,Completed
ORD01754,C00854,2025-12-28,Completed
ORD01755,C02431,2025-04-14,Completed
ORD01756,C03230,2025-01-30,Completed
ORD01757,C01079,2025-07-10,Completed
ORD01758,C01894,2025-12-15,Cancelled
ORD01759,C04789,2025-06-02,Completed
ORD01760,C04895,2025-09-18,Completed
ORD01761,C02119,2025-05-17,Completed
ORD01762,C03768,2025-10-13,Completed
ORD01763,C02929,2025-03-21,Cancelled
ORD01764,C01989,2025-08-07,Completed
ORD01765,C04091,2025-10-30,Completed
ORD01766,C04669,2025-08-01,Returned
ORD01767,C02151,2025-06-22,Completed
ORD01768,C04953,2025-12-24,Pending
ORD01769,C02903,2025-12-31,Completed
ORD01770,C02901,2025-08-22,Returned
ORD01771,C04154,2025-03-01,Completed
ORD01772,C03676,2025-04-09,Returned
ORD01773,C00895,2025-09-10,Returned
ORD01774,C02359,2025-12-15,Returned
ORD01775,C01178,2025-08-13,Returned
ORD01776,C00873,2025-09-28,Completed
ORD01777,C01088,2025-03-16,Cancelled
ORD01778,C02293,2025-01-13,Completed
ORD01779,C01748,2025-11-04,Completed
ORD01780,C03229,2025-12-07,Completed
ORD01781,C03898,2025-07-18,Completed
ORD01782,C03782,2025-07-29,Completed
ORD01783,C00250,2025-12-08,Completed
ORD01784,C00332,2025-05-23,Returned
ORD01785,C03191,2025-06-22,Cancelled
ORD01786,C03004,2025-02-20,Completed
ORD01787,C01339,2025-10-10,Completed
ORD01788,C01896,2025-09-16,Completed
ORD01789,C01006,2025-01-09,Completed
ORD01790,C00054,2025-03-11,Returned
ORD01791,C01076,2025-09-30,Returned
ORD01792,C04941,2025-03-24,Completed
ORD01793,C03907,2025-11-29,Completed
ORD01794,C02774,2025-10-28,Completed
ORD01795,C01391,2025-09-27,Returned
ORD01796,C01105,2025-08-15,Pending
ORD01797,C03441,2025-09-09,Completed
ORD01798,C02236,2025-04-04,Completed
ORD01799,C01722,2025-06-12,Returned
ORD01800,C02171,2025-04-22,Pending
ORD01801,C01878,2025-11-24,Completed
ORD01802,C01586,2025-03-10,Returned
ORD01803,C03609,2025-09-24,Completed
ORD01804,C04981,2025-08-03,Pending
ORD01805,C04739,2025-04-06,Completed
ORD01806,C02824,2025-03-03,Completed
ORD01807,C00098,2025-03-12,Completed
ORD01808,C00012,2025-09-08,Completed
ORD01809,C01353,2025-02-04,Completed
ORD01810,C01587,2025-11-18,Completed
ORD01811,C02060,2025-12-23,Completed
ORD01812,C03157,2025-10-19,Cancelled
ORD01813,C03135,2025-06-25,Completed
ORD01814,C04070,2025-02-04,Completed
ORD01815,C02921,2025-09-01,Completed
ORD01816,C00913,2025-01-14,Completed
ORD01817,C01487,2025-01-03,Completed
ORD01818,C04652,2025-10-14,Completed
ORD01819,C00537,2025-10-12,Completed
ORD01820,C01819,2025-01-16,Cancelled
ORD01821,C04656,2025-07-05,Completed
ORD01822,C03902,2025-11-15,Completed
ORD01823,C01909,2025-08-28,Completed
ORD01824,C01866,2025-02-23,Completed
ORD01825,C03903,2025-04-09,Completed
ORD01826,C00702,2025-06-09,Completed
ORD01827,C02785,2025-01-27,Pending
ORD01828,C01310,2025-12-17,Cancelled
ORD01829,C03719,2025-12-09,Completed
ORD01830,C04969,2025-11-24,Returned
ORD01831,C00220,2025-09-27,Completed
ORD01832,C03375,2025-10-06,Returned
ORD01833,C00152,2025-01-01,Completed
ORD01834,C00482,2025-08-30,Completed
ORD01835,C01416,2025-01-15,Completed
ORD01836,C03913,2025-02-13,Completed
ORD01837,C00994,2025-09-25,Completed
ORD01838,C02288,2025-06-27,Completed
ORD01839,C02010,2025-11-02,Cancelled
ORD01840,C02649,2025-10-19,Completed
ORD01841,C00310,2025-03-09,Completed
ORD01842,C01718,2025-02-08,Completed
ORD01843,C04228,2025-08-26,Completed
ORD01844,C00942,2025-08-24,Completed
ORD01845,C03650,2025-11-14,Completed
ORD01846,C01620,2025-03-27,Completed
ORD01847,C00113,2025-10-10,Completed
ORD01848,C04411,2025-01-30,Completed
ORD01849,C00025,2025-11-06,Completed
ORD01850,C00550,2025-08-27,Completed
ORD01851,C00097,2025-03-28,Returned
ORD01852,C02292,2025-03-04,Completed
ORD01853,C00197,2025-01-25,Completed
ORD01854,C04205,2025-11-17,Completed
ORD01855,C03467,2025-09-10,Cancelled
ORD01856,C02864,2025-09-22,Returned
ORD01857,C03970,2025-06-16,Completed
ORD01858,C04434,2025-06-23,Completed
ORD01859,C04815,2025-06-23,Completed
ORD01860,C00795,2025-06-05,Completed
ORD01861,C00354,2025-06-01,Returned
ORD01862,C03586,2025-04-01,Completed
ORD01863,C03202,2025-07-31,Completed
ORD01864,C02387,2025-12-13,Completed
ORD01865,C01049,2025-08-17,Completed
ORD01866,C04110,2025-08-08,Completed
ORD01867,C00856,2025-10-04,Completed
ORD01868,C02360,2025-12-20,Completed
ORD01869,C00323,2025-06-07,Completed
ORD01870,C04534,2025-05-19,Pending
ORD01871,C02654,2025-01-24,Cancelled
ORD01872,C02124,2025-07-25,Completed
ORD01873,C00869,2025-09-07,Completed
ORD01874,C02137,2025-12-06,Completed
ORD01875,C02424,2025-11-06,Completed
ORD01876,C04703,2025-05-27,Completed
ORD01877,C03488,2025-07-13,Completed
ORD01878,C02101,2025-01-18,Completed
ORD01879,C04555,2025-12-14,Completed
ORD01880,C03437,2025-10-16,Completed
ORD01881,C02949,2025-09-30,Completed
ORD01882,C03658,2025-05-19,Completed
ORD01883,C00618,2025-02-14,Completed
ORD01884,C03239,2025-11-27,Completed
ORD01885,C03750,2025-11-25,Completed
ORD01886,C03513,2025-05-29,Completed
ORD01887,C04129,2025-08-18,Completed
ORD01888,C01935,2025-12-01,Completed
ORD01889,C03687,2025-10-03,Completed
ORD01890,C02598,2025-04-21,Completed
ORD01891,C03873,2025-01-27,Completed
ORD01892,C01312,2025-05-23,Completed
ORD01893,C01743,2025-02-26,Completed
ORD01894,C02179,2025-07-02,Cancelled
ORD01895,C04896,2025-09-25,Completed
ORD01896,C02120,2025-05-07,Completed
ORD01897,C04478,2025-01-08,Completed
ORD01898,C03608,2025-01-02,Completed
ORD01899,C00322,2025-09-05,Completed
ORD01900,C04827,2025-04-13,Completed
ORD01901,C02823,2025-02-04,Completed
ORD01902,C03663,2025-07-11,Completed
ORD01903,C04751,2025-04-02,Completed
ORD01904,C04830,2025-03-13,Pending
ORD01905,C00412,2025-04-23,Cancelled
ORD01906,C01303,2025-08-29,Completed
ORD01907,C02805,2025-09-12,Completed
ORD01908,C01155,2025-07-06,Completed
ORD01909,C03964,2025-04-05,Completed
ORD01910,C01265,2025-05-08,Completed
ORD01911,C00221,2025-10-10,Pending
ORD01912,C02797,2025-08-23,
ORD01913,C04145,2025-10-22,Completed
ORD01914,C04809,2025-02-28,Completed
ORD01915,C01918,2025-03-14,Returned
ORD01916,C02499,2025-04-03,Completed
ORD01917,C03182,2025-07-14,Completed
ORD01918,C00057,2025-10-25,Completed
ORD01919,C00007,2025-06-20,Completed
ORD01920,C04405,2025-04-19,Completed
ORD01921,C04963,2025-01-24,Returned
ORD01922,C01684,2025-01-16,Completed
ORD01923,C02201,2025-02-07,Completed
ORD01924,C03324,2025-06-23,Cancelled
ORD01925,C01549,2025-03-06,Completed
ORD01926,C04224,2025-06-15,Completed
ORD01927,C04392,2025-05-17,Completed
ORD01928,C04933,2025-08-16,Returned
ORD01929,C03615,2025-01-15,Returned
ORD01930,C04083,2025-01-23,Completed
ORD01931,C00361,2025-01-13,Completed
ORD01932,C02232,2025-07-13,Completed
ORD01933,C02278,2025-05-03,Completed
ORD01934,C03647,2025-01-17,Completed
ORD01935,C02276,2025-10-30,Completed
ORD01936,C04000,2025-06-08,Completed
ORD01937,C01614,2025-07-18,Completed
ORD01938,C03586,2025-02-12,Cancelled
ORD01939,C03126,2025-05-03,Completed
ORD01940,C03756,2025-08-12,Completed
ORD01941,C00650,2025-07-03,Completed
ORD01942,C04013,2025-06-04,Completed
ORD01943,C02663,2025-05-11,Completed
ORD01944,C04110,2025-08-12,Completed
ORD01945,C00999,2025-09-26,Completed
ORD01946,C02380,2025-10-04,Returned
ORD01947,C04092,2025-06-07,Completed
ORD01948,C02246,2025-03-29,Completed
ORD01949,C04145,2025-07-05,Completed
ORD01950,C00521,2025-05-09,Completed
ORD01951,C04951,2025-09-15,Completed
ORD01952,C03852,2025-03-30,Completed
ORD01953,C01698,2025-12-29,Completed
ORD01954,C04686,2025-03-30,Completed
ORD01955,C01320,2025-03-11,Completed
ORD01956,C01793,2025-10-23,Completed
ORD01957,C04294,2025-03-23,Completed
ORD01958,C02573,2025-10-16,Completed
ORD01959,C00118,2025-08-25,Returned
ORD01960,C01007,2025-04-19,Completed
ORD01961,C00056,2025-05-29,Returned
ORD01962,C02238,2025-09-19,Completed
ORD01963,C02877,2025-08-03,Completed
ORD01964,C03957,2025-02-06,Completed
ORD01965,C02179,2025-02-26,Returned
ORD01966,C03807,2025-11-29,Returned
ORD01967,C03112,2025-07-19,Completed
ORD01968,C02431,2025-06-11,Completed
ORD01969,C04490,2025-10-29,Completed
ORD01970,C04725,2025-02-13,Completed
ORD01971,C03293,2025-12-18,Returned
ORD01972,C02541,2025-07-09,Completed
ORD01973,C03283,2025-09-09,Cancelled
ORD01974,C03688,2025-07-24,Completed
ORD01975,C03882,2025-08-10,Completed
ORD01976,C03284,2025-05-09,Completed
ORD01977,C03229,2025-01-24,Completed
ORD01978,C02891,2025-03-06,Completed
ORD01979,C04098,2025-12-10,Returned
ORD01980,C02802,2025-11-25,Completed
ORD01981,C04802,2025-08-12,Completed
ORD01982,C02700,2025-06-14,Completed
ORD01983,C00579,2025-09-09,Completed
ORD01984,C00509,2025-05-28,Completed
ORD01985,C04402,2025-09-23,Completed
ORD01986,C04336,2025-03-10,Completed
ORD01987,C04574,2025-09-14,Completed
ORD01988,C01177,2025-08-28,Completed
ORD01989,C02451,2025-05-22,Completed
ORD01990,C01365,2025-01-03,Completed
ORD01991,C00631,2025-12-18,Returned
ORD01992,C04539,2025-07-05,Cancelled
ORD01993,C00333,2025-08-01,Completed
ORD01994,C01395,2025-11-01,Completed
ORD01995,C03830,2025-12-14,Completed
ORD01996,C04311,2025-08-10,Cancelled
ORD01997,C02258,2025-01-18,Completed
ORD01998,C03113,2025-09-03,Completed
ORD01999,C02501,2025-08-01,Completed
ORD02000,C01657,2025-10-27,Completed
ORD02001,C02014,2025-03-25,Completed
ORD02002,C02105,2025-05-07,Completed
ORD02003,C01590,2025-02-15,Completed
ORD02004,C01556,2025-10-18,Completed
ORD02005,C01981,2025-01-11,Completed
ORD02006,C00889,2025-02-27,Completed
ORD02007,C02154,2025-12-09,Completed
ORD02008,C03281,2025-07-01,Completed
ORD02009,C04111,2025-09-30,Completed
ORD02010,C02811,2025-09-25,Completed
ORD02011,C02620,2025-07-10,Completed
ORD02012,C02372,2025-07-02,Completed
ORD02013,C04666,2025-07-21,Completed
ORD02014,C02815,2025-02-08,Completed
ORD02015,C01580,2025-07-30,Completed
ORD02016,C03748,2025-05-10,Completed
ORD02017,C03726,2025-12-29,Completed
ORD02018,C01730,2025-06-12,Completed
ORD02019,C03712,2025-10-20,Completed
ORD02020,C01637,2025-11-29,Completed
ORD02021,C03738,2025-12-31,Completed
ORD02022,C01979,2025-06-18,Completed
ORD02023,C03256,2025-08-06,Completed
ORD02024,C03540,2025-05-07,Cancelled
ORD02025,C01666,2025-10-05,Returned
ORD02026,C04712,2025-07-01,Returned
ORD02027,C04401,2025-08-12,Cancelled
ORD02028,C02051,2025-02-04,Completed
ORD02029,C04374,2025-03-14,Completed
ORD02030,C03171,2025-01-24,Cancelled
ORD02031,C01005,2025-11-04,Completed
ORD02032,C04778,2025-02-26,Pending
ORD02033,C03541,2025-03-08,Completed
ORD02034,C03479,2025-11-05,Completed
ORD02035,C03855,2025-08-04,Returned
ORD02036,C01378,2025-10-31,Completed
ORD02037,C03223,2025-12-17,Completed
ORD02038,C02327,2025-03-12,Completed
ORD02039,C04303,2025-07-05,Completed
ORD02040,C03976,2025-10-30,Completed
ORD02041,C01567,2025-08-11,Completed
ORD02042,C04626,2025-11-07,Completed
ORD02043,C00742,2025-01-03,Completed
ORD02044,C04051,2025-02-09,Completed
ORD02045,C00477,2025-12-14,Completed
ORD02046,C02563,2025-12-13,Completed
ORD02047,C00074,2025-04-07,Completed
ORD02048,C03721,2025-03-23,Completed
ORD02049,C01054,2025-03-05,Pending
ORD02050,C02993,2025-11-23,Completed
ORD02051,C04687,2025-01-22,Completed
ORD02052,C02245,2025-06-30,Returned
ORD02053,C03136,2025-03-29,Completed
ORD02054,C02218,2025-08-02,Cancelled
ORD02055,C01499,2025-03-19,Completed
ORD02056,C00769,2025-07-20,Completed
ORD02057,C03482,2025-07-28,Completed
ORD02058,C01932,2025-11-05,Completed
ORD02059,C02891,2025-01-19,Completed
ORD02060,C01276,2025-05-28,Completed
ORD02061,C01078,2025-07-16,Completed
ORD02062,C02647,2025-05-04,Cancelled
ORD02063,C04412,2025-02-16,Completed
ORD02064,C00119,2025-05-01,Completed
ORD02065,C04052,2025-06-10,Completed
ORD02066,C04877,2025-09-27,Completed
ORD02067,C00537,2025-12-11,Completed
ORD02068,C01308,2025-02-01,Completed
ORD02069,C02320,2025-09-28,Completed
ORD02070,C01554,2025-06-27,Completed
ORD02071,C03997,2025-05-24,Completed
ORD02072,C00119,2025-11-04,Completed
ORD02073,C02022,2025-04-05,Completed
ORD02074,C00444,2025-10-27,Completed
ORD02075,C04629,2025-11-08,Completed
ORD02076,C00201,2025-03-13,Completed
ORD02077,C02211,2025-01-03,Completed
ORD02078,C01657,2025-02-14,Completed
ORD02079,C00099,2025-08-28,Completed
ORD02080,C00789,2025-12-09,Completed
ORD02081,C01425,2025-05-01,Cancelled
ORD02082,C02692,2025-12-26,Cancelled
ORD02083,C01979,2025-03-08,Pending
ORD02084,C04006,2025-09-01,Completed
ORD02085,C01808,2025-09-08,Completed
ORD02086,C02905,2025-06-25,Completed
ORD02087,C03612,2025-07-23,Completed
ORD02088,C03585,2025-03-07,Completed
ORD02089,C02925,2025-09-01,Completed
ORD02090,C02766,2025-06-14,Completed
ORD02091,C04567,2025-02-24,Completed
ORD02092,C03836,2025-02-19,Completed
ORD02093,C03192,2025-07-28,Completed
ORD02094,C00867,2025-06-23,Cancelled
ORD02095,C02024,2025-10-25,Completed
ORD02096,C04728,2025-03-07,Completed
ORD02097,C02182,2025-04-02,Completed
ORD02098,C00418,2025-03-13,Completed
ORD02099,C02833,2025-01-31,Cancelled
ORD02100,C00805,2025-04-17,Completed
ORD02101,C01824,2025-11-22,Completed
ORD02102,C04665,2025-01-26,Completed
ORD02103,C01292,2025-08-30,Completed
ORD02104,C04421,2025-11-10,Cancelled
ORD02105,C02708,2025-09-16,Completed
ORD02106,C02360,2025-08-17,Completed
ORD02107,C01548,2025-04-21,Returned
ORD02108,C04629,2025-02-05,Completed
ORD02109,C04940,2025-11-06,Completed
ORD02110,C01811,2025-08-19,Completed
ORD02111,C04920,2025-02-26,Completed
ORD02112,C03618,2025-06-27,Completed
ORD02113,C01986,2025-10-18,Returned
ORD02114,C02971,2025-06-11,Completed
ORD02115,C00718,2025-05-28,Completed
ORD02116,C00691,2025-02-15,Completed
ORD02117,C01532,2025-04-01,Completed
ORD02118,C03208,2025-12-01,Returned
ORD02119,C02665,2025-11-03,Completed
ORD02120,C00376,2025-01-02,Returned
ORD02121,C02262,2025-05-09,Completed
ORD02122,C03227,2025-05-09,Completed
ORD02123,C03214,2025-05-17,Completed
ORD02124,C02057,2025-04-18,Completed
ORD02125,C04616,2025-08-03,Completed
ORD02126,C00762,2025-05-10,Completed
ORD02127,C01281,2025-12-20,Pending
ORD02128,C00062,2025-11-20,Completed
ORD02129,C03797,2025-11-19,Completed
ORD02130,C01353,2025-08-15,Completed
ORD02131,C04098,2025-05-03,Completed
ORD02132,C01288,2025-08-25,Completed
ORD02133,C00385,2025-11-18,Completed
ORD02134,C03654,2025-10-07,Completed
ORD02135,C03952,2025-02-24,Completed
ORD02136,C04929,2025-04-22,Completed
ORD02137,C04428,2025-07-10,Completed
ORD02138,C00324,2025-01-08,Completed
ORD02139,C04817,2025-01-23,Completed
ORD02140,C03466,2025-04-19,Completed
ORD02141,C01152,2025-06-25,Completed
ORD02142,C03475,2025-11-27,Completed
ORD02143,C03654,2025-06-19,Completed
ORD02144,C03298,2025-07-09,Completed
ORD02145,C03385,2025-03-03,Completed
ORD02146,C01358,2025-10-11,Cancelled
ORD02147,C02532,2025-08-25,Cancelled
ORD02148,C00228,2025-05-04,Completed
ORD02149,C02247,2025-08-04,Completed
ORD02150,C01775,2025-04-23,Completed
ORD02151,C02352,2025-07-13,Completed
ORD02152,C03385,2025-09-28,Completed
ORD02153,C00533,2025-06-21,Completed
ORD02154,C03366,2025-04-13,Completed
ORD02155,C00992,2025-08-27,Completed
ORD02156,C04056,2025-04-15,Completed
ORD02157,C00557,2025-09-21,Completed
ORD02158,C00887,2025-09-13,Completed
ORD02159,C04661,2025-12-12,Completed
ORD02160,C02941,2025-12-27,Completed
ORD02161,C02957,2025-10-24,Completed
ORD02162,C02681,2025-07-30,Completed
ORD02163,C00343,2025-11-24,Pending
ORD02164,C01874,2025-12-28,Completed
ORD02165,C03668,2025-06-11,Completed
ORD02166,C01494,2025-10-19,Completed
ORD02167,C02229,2025-09-22,Completed
ORD02168,C01145,2025-02-15,Completed
ORD02169,C04620,2025-03-23,Completed
ORD02170,C01048,2025-06-16,Completed
ORD02171,C02176,2025-06-23,Completed
ORD02172,C03932,2025-10-28,Completed
ORD02173,C03017,2025-04-12,Completed
ORD02174,C01069,2025-04-28,Completed
ORD02175,C03249,2025-07-31,Completed
ORD02176,C02237,2025-02-05,Completed
ORD02177,C01180,2025-08-08,Completed
ORD02178,C01754,2025-01-30,Completed
ORD02179,C03866,2025-01-24,Completed
ORD02180,C00635,2025-04-23,Completed
ORD02181,C01272,2025-04-02,Completed
ORD02182,C04584,2025-03-15,Completed
ORD02183,C00133,2025-11-14,Pending
ORD02184,C01641,2025-07-05,Completed
ORD02185,C01218,2025-06-09,Cancelled
ORD02186,C01559,2025-11-07,Completed
ORD02187,C01362,2025-11-07,Completed
ORD02188,C03026,2025-01-17,Completed
ORD02189,C02504,2025-10-18,Completed
ORD02190,C01091,2025-10-13,Completed
ORD02191,C00210,2025-08-24,Completed
ORD02192,C04847,2025-06-18,Completed
ORD02193,C04944,2025-01-28,Completed
ORD02194,C03833,2025-10-03,Completed
ORD02195,C02409,2025-09-13,Completed
ORD02196,C03752,2025-12-18,Completed
ORD02197,C00197,2025-01-26,Completed
ORD02198,C04144,2025-03-21,Completed
ORD02199,C02486,2025-07-24,Completed
ORD02200,C03213,2025-07-13,Completed
ORD02201,C02529,2025-12-19,Completed
ORD02202,C01819,2025-08-09,Cancelled
ORD02203,C00040,2025-12-15,Completed
ORD02204,C02534,2025-04-18,Completed
ORD02205,C03347,2025-09-16,Completed
ORD02206,C02917,2025-01-09,Completed
ORD02207,C02679,2025-06-21,Completed
ORD02208,C01481,2025-06-21,Completed
ORD02209,C03500,2025-03-26,Completed
ORD02210,C03906,2025-04-05,Completed
ORD02211,C03116,2025-10-17,Pending
ORD02212,C01199,2025-04-18,Pending
ORD02213,C01170,2025-06-17,Completed
ORD02214,C01302,2025-09-07,Completed
ORD02215,C02492,2025-07-31,Completed
ORD02216,C04963,2025-12-31,Completed
ORD02217,C03880,2025-01-29,Returned
ORD02218,C02216,2025-08-28,Completed
ORD02219,C01577,2025-12-11,Cancelled
ORD02220,C01974,2025-05-10,Completed
ORD02221,C02060,2025-08-09,Completed
ORD02222,C03259,2025-02-23,Completed
ORD02223,C02896,2025-02-21,Completed
ORD02224,C04912,2025-07-17,Completed
ORD02225,C04480,2025-01-25,Completed
ORD02226,C04205,2025-07-22,Completed
ORD02227,C04114,2025-10-09,Completed
ORD02228,C04260,2025-12-23,Completed
ORD02229,C03858,2025-11-12,Completed
ORD02230,C02227,2025-05-09,Completed
ORD02231,C02088,2025-01-10,Pending
ORD02232,C02014,2025-12-15,Pending
ORD02233,C02951,2025-02-12,Completed
ORD02234,C03500,2025-11-15,Returned
ORD02235,C02655,2025-08-02,Completed
ORD02236,C01881,2025-12-08,Completed
ORD02237,C02238,2025-01-25,Completed
ORD02238,C04426,2025-04-27,Returned
ORD02239,C01928,2025-02-21,Completed
ORD02240,C02029,2025-10-06,Completed
ORD02241,C00994,2025-07-22,Completed
ORD02242,C01562,2025-05-18,Completed
ORD02243,C03448,2025-10-27,Completed
ORD02244,C01108,2025-11-27,Completed
ORD02245,C04047,2025-09-10,Completed
ORD02246,C02030,2025-11-20,Completed
ORD02247,C04515,2025-01-02,Completed
ORD02248,C01293,2025-03-23,Completed
ORD02249,C00629,2025-07-17,Completed
ORD02250,C00785,2025-09-14,Pending
ORD02251,C03007,2025-04-03,Completed
ORD02252,C00049,2025-11-18,Completed
ORD02253,C01970,2025-10-24,Completed
ORD02254,C02981,2025-03-19,Completed
ORD02255,C00600,2025-04-10,Completed
ORD02256,C03236,2025-11-23,Pending
ORD02257,C01777,2025-12-14,Completed
ORD02258,C02385,2025-01-03,Completed
ORD02259,C04533,2025-04-01,Completed
ORD02260,C01376,2025-09-06,Completed
ORD02261,C01504,2025-05-06,Completed
ORD02262,C04500,2025-11-01,Completed
ORD02263,C03965,2025-04-06,Completed
ORD02264,C00921,2025-04-04,Completed
ORD02265,C02849,2025-11-06,Completed
ORD02266,C02007,2025-02-20,Cancelled
ORD02267,C03740,2025-09-06,Completed
ORD02268,C02624,2025-07-24,Completed
ORD02269,C00113,2025-01-04,Returned
ORD02270,C00047,2025-12-20,Completed
ORD02271,C04767,2025-11-24,Pending
ORD02272,C00649,2025-08-26,Completed
ORD02273,C02808,2025-04-19,Pending
ORD02274,C01427,2025-05-31,Completed
ORD02275,C04339,2025-05-03,Completed
ORD02276,C01792,2025-09-19,Pending
ORD02277,C03941,2025-02-28,Completed
ORD02278,C00596,2025-06-10,Completed
ORD02279,C04038,2025-06-05,Completed
ORD02280,C00945,2025-02-28,Completed
ORD02281,C00480,2025-12-20,Completed
ORD02282,C03705,2025-01-06,Completed
ORD02283,C03954,2025-03-14,Completed
ORD02284,C01527,2025-01-17,Completed
ORD02285,C00437,2025-01-24,Completed
ORD02286,C01945,2025-12-03,Returned
ORD02287,C04258,2025-01-05,Completed
ORD02288,C01656,2025-05-25,Completed
ORD02289,C04653,2025-11-25,Completed
ORD02290,C01465,2025-04-15,Completed
ORD02291,C00928,2025-07-14,Cancelled
ORD02292,C00104,2025-01-13,Completed
ORD02293,C04918,2025-12-30,Completed
ORD02294,C01458,2025-05-16,Returned
ORD02295,C00624,2025-10-07,Completed
ORD02296,C01138,2025-12-16,Returned
ORD02297,C02870,2025-04-06,Returned
ORD02298,C03694,2025-07-16,Completed
ORD02299,C02957,2025-03-17,Cancelled
ORD02300,C00352,2025-03-25,Completed
ORD02301,C01805,2025-02-27,Completed
ORD02302,C03578,2025-08-28,Completed
ORD02303,C02838,2025-05-29,Completed
ORD02304,C04335,2025-04-21,Completed
ORD02305,C03165,2025-09-10,Cancelled
ORD02306,C00218,2025-02-21,Pending
ORD02307,C00684,2025-07-25,Completed
ORD02308,C04142,2025-02-26,Completed
ORD02309,C03548,2025-08-28,Returned
ORD02310,C04400,2025-07-30,Returned
ORD02311,C01112,2025-11-03,Completed
ORD02312,C01471,2025-06-13,Completed
ORD02313,C02729,2025-04-07,Completed
ORD02314,C03253,2025-05-12,Pending
ORD02315,C01387,2025-08-10,Completed
ORD02316,C01916,2025-01-09,Completed
