order_item_id,order_id,product_id,quantity,unit_price,discount
OI008924,ORD03574,P0138,3,580.52,0.05
OI008925,ORD03574,P0046,1,1134.79,0.1
OI008926,ORD03575,P0050,1,2741.84,0.05
OI008927,ORD03575,P0104,3,1109.94,0.05
OI008928,ORD03575,P0198,1,929.13,0.15
OI008929,ORD03575,P0089,2,554.46,0.05
OI008930,ORD03576,P0141,1,1320.94,0
OI008931,ORD03576,P0050,3,2741.84,0
OI008932,ORD03577,P0173,1,56610.02,0.2
OI008933,ORD03577,P0062,1,55469.61,0.15
OI008934,ORD03578,P0118,4,55803.06,0.2
OI008935,ORD03578,P0047,1,942.88,0
OI008936,ORD03578,P0112,1,64420.68,0.1
OI008937,ORD03579,P0192,1,682.5,0.15
OI008938,ORD03579,P0092,1,322.21,0.1
OI008939,ORD03580,P0096,1,594.98,0.15
OI008940,ORD03580,P0132,2,8867.88,0
OI008941,ORD03581,P0176,1,3230.44,0.15
OI008942,ORD03581,P0188,1,1279.04,0.1
OI008943,ORD03581,P0026,1,385.37,0.1
OI008944,ORD03582,P0147,1,306.64,0.15
OI008945,ORD03582,P0173,1,56610.02,0
OI008946,ORD03583,P0088,2,1050.07,0
OI008947,ORD03583,P0041,1,607.51,0.2
OI008948,ORD03583,P0170,2,9166.14,0
OI008949,ORD03584,P0077,3,8960.44,0.15
OI008950,ORD03584,P0053,2,2850.92,0
OI008951,ORD03584,P0086,2,1418.16,0.05
OI008952,ORD03584,P0110,1,3402.03,0.05
OI008953,ORD03585,P0065,1,12740.64,0.15
OI008954,ORD03585,P0197,1,2436.88,0.15
OI008955,ORD03586,P0175,2,12313.64,0.2
OI008956,ORD03586,P0130,1,6651.74,0.1
OI008957,ORD03587,P0091,3,29.1,0.15
OI008958,ORD03587,P0177,1,2097.89,0.1
OI008959,ORD03588,P0041,1,607.51,0
OI008960,ORD03588,P0043,1,493.97,0
OI008961,ORD03589,P0166,1,73611.82,0.2
OI008962,ORD03589,P0126,2,2735.82,0
OI008963,ORD03590,P0088,2,1050.07,0
OI008964,ORD03590,P0111,2,73764.96,0
OI008965,ORD03591,P0069,1,1785.79,0
OI008966,ORD03591,P0095,4,238.67,0.05
OI008967,ORD03591,P0070,1,1384.44,0.2
OI008968,ORD03592,P0166,1,73611.82,0.1
OI008969,ORD03592,P0072,1,4847.82,0
OI008970,ORD03593,P0124,1,1834.06,0
OI008971,ORD03593,P0140,1,338.83,0.05
OI008972,ORD03594,P0064,2,23322.1,0.2
OI008973,ORD03594,P0094,2,609.07,0.2
OI008974,ORD03594,P0188,1,1279.04,0
OI008975,ORD03595,P0042,2,406.06,0.1
OI008976,ORD03595,P0071,2,2802.62,0.2
OI008977,ORD03595,P0016,1,2883.1,0.15
OI008978,ORD03596,P0141,4,1347.9,0.05
OI008979,ORD03596,P0192,2,682.5,0.1
OI008980,ORD03596,P0183,1,8885.07,0.15
OI008981,ORD03597,P0084,1,472.24,0.2
OI008982,ORD03597,P0088,1,1071.07,0.15
OI008983,ORD03598,P0006,3,65460.48,0
OI008984,ORD03598,P0196,1,1411.66,0.1
OI008985,ORD03599,P0038,1,149.11,0.05
OI008986,ORD03599,P0008,2,60611.2,0.05
OI008987,ORD03599,P0118,1,55803.06,0
OI008988,ORD03600,P0165,2,3675.12,0.05
OI008989,ORD03600,P0026,3,393.23,0.15
OI008990,ORD03601,P0181,1,2967.13,0
OI008991,ORD03601,P0118,1,56941.9,0.05
OI008992,ORD03602,P0009,3,24075.69,0.05
OI008993,ORD03602,P0042,1,414.18,0.05
OI008994,ORD03602,P0031,1,1372.86,0.15
OI008995,ORD03603,P0143,1,982.23,0.2
OI008996,ORD03603,P0164,3,2497.56,0
OI008997,ORD03604,P0027,1,678.06,0.1
OI008998,ORD03604,P0055,1,3492.21,0.05
OI008999,ORD03605,P0154,1,397.31,0
OI009000,ORD03605,P0044,3,430.77,0.05
OI009001,ORD03606,P0020,2,7562,0.2
OI009002,ORD03606,P0038,4,146.13,0.15
OI009003,ORD03607,P0012,1,1961.09,0.1
OI009004,ORD03607,P0156,1,1276.74,0.2
OI009005,ORD03608,P0114,1,1537.28,0.05
OI009006,ORD03608,P0070,1,1330.14,0.15
OI009007,ORD03609,P0062,1,56579,0.15
OI009008,ORD03609,P0088,1,1050.07,0
OI009009,ORD03609,P0007,1,50481.45,0
OI009010,ORD03610,P0172,1,49468.8,0.05
OI009011,ORD03610,P0115,1,8577.77,0.15
OI009012,ORD03610,P0068,2,2356.18,0.05
OI009013,ORD03610,P0116,1,62766.77,0.05
OI009014,ORD03611,P0165,1,3675.12,0
OI009015,ORD03611,P0109,1,2583.05,0
OI009016,ORD03612,P0057,1,66636.3,0.1
OI009017,ORD03612,P0061,2,71007.17,0.2
OI009018,ORD03613,P0076,1,2008.55,0.15
OI009019,ORD03613,P0173,1,58920.64,0.05
OI009020,ORD03613,P0065,1,12740.64,0.2
OI009021,ORD03614,P0081,2,375.32,0.15
OI009022,ORD03614,P0041,1,619.66,0.1
OI009023,ORD03615,P0109,1,2532.4,0
OI009024,ORD03615,P0181,1,2967.13,0
OI009025,ORD03616,P0030,1,339.78,0.1
OI009026,ORD03616,P0028,1,615.3,0.2
OI009027,ORD03617,P0155,2,513.19,0.05
OI009028,ORD03617,P0178,2,2741.58,0.15
OI009029,ORD03618,P0158,2,1569.48,0
OI009030,ORD03618,P0185,1,6510.85,0.15
OI009031,ORD03618,P0078,1,1231.65,0.2
OI009032,ORD03619,P0008,2,60611.2,0.2
OI009033,ORD03619,P0148,1,150.97,0.2
OI009034,ORD03619,P0197,3,2436.88,0.15
OI009035,ORD03620,P0033,1,1055.37,0.15
OI009036,ORD03620,P0184,2,12585.74,0
OI009037,ORD03621,P0017,1,5051.16,0.15
OI009038,ORD03621,P0106,3,2423.48,0
OI009039,ORD03621,P0031,1,1400.88,0.2
OI009040,ORD03622,P0093,1,146.48,0.2
OI009041,ORD03622,P0146,2,26.05,0.05
OI009042,ORD03623,P0123,1,2400.64,0
OI009043,ORD03623,P0012,1,1961.09,0.15
OI009044,ORD03624,P0094,1,609.07,0
OI009045,ORD03624,P0157,3,852.33,0
OI009046,ORD03624,P0106,3,2375.01,0
OI009047,ORD03624,P0185,1,6510.85,0.1
OI009048,ORD03625,P0065,1,12740.64,0.15
OI009049,ORD03625,P0195,2,373.8,0
OI009050,ORD03626,P0179,1,2081.05,0.05
OI009051,ORD03626,P0198,1,947.71,0
OI009052,ORD03627,P0121,1,2977.66,0.15
OI009053,ORD03627,P0014,1,1792.49,0.2
OI009054,ORD03628,P0034,1,577.65,0.2
OI009055,ORD03628,P0188,3,1279.04,0
OI009056,ORD03628,P0072,1,4847.82,0.15
OI009057,ORD03628,P0040,1,241.46,0.2
OI009058,ORD03629,P0098,1,497.24,0
OI009059,ORD03629,P0153,1,475.15,0
OI009060,ORD03629,P0169,2,1444.08,0.2
OI009061,ORD03630,P0139,1,472.08,0.1
OI009062,ORD03630,P0072,1,4847.82,0.1
OI009063,ORD03631,P0144,2,645.75,0
OI009064,ORD03631,P0025,2,1024.33,0.2
OI009065,ORD03632,P0151,2,625.52,0
OI009066,ORD03632,P0174,1,26874.76,0.2
OI009067,ORD03633,P0128,1,9712.51,0
OI009068,ORD03633,P0013,2,2682.88,0
OI009069,ORD03634,P0170,1,9166.14,0
OI009070,ORD03634,P0193,2,593.23,0.15
OI009071,ORD03635,P0100,1,538.87,0.1
OI009072,ORD03635,P0191,1,414.15,0.15
OI009073,ORD03636,P0073,1,9115,0
OI009074,ORD03636,P0038,1,149.11,0.05
OI009075,ORD03636,P0140,1,332.05,0
OI009076,ORD03637,P0100,2,538.87,0.1
OI009077,ORD03637,P0082,1,674.07,0.05
OI009078,ORD03637,P0054,2,2365.89,0.05
OI009079,ORD03638,P0135,1,1027.07,0.2
OI009080,ORD03638,P0165,2,3675.12,0.1
OI009081,ORD03639,P0132,1,8867.88,0
OI009082,ORD03639,P0139,1,472.08,0
OI009083,ORD03640,P0119,1,26587.51,0.2
OI009084,ORD03640,P0067,1,2164.79,0.2
OI009085,ORD03641,P0135,2,1006.53,0.1
OI009086,ORD03641,P0084,1,481.88,0.2
OI009087,ORD03642,P0022,2,8503.17,0.05
OI009088,ORD03642,P0096,2,583.08,0.1
OI009089,ORD03642,P0065,1,12485.83,0.05
OI009090,ORD03642,P0101,2,1315.13,0
OI009091,ORD03643,P0112,3,65735.39,0.05
OI009092,ORD03643,P0105,1,2466.13,0.15
OI009093,ORD03644,P0196,1,1411.66,0
OI009094,ORD03644,P0083,1,647,0
OI009095,ORD03644,P0023,1,1223.62,0
OI009096,ORD03645,P0063,3,54865.76,0
OI009097,ORD03645,P0144,1,633.09,0
OI009098,ORD03645,P0176,2,3165.83,0.05
OI009099,ORD03646,P0136,2,419.97,0.05
OI009100,ORD03646,P0041,2,619.66,0.2
OI009101,ORD03647,P0155,1,523.66,0
OI009102,ORD03647,P0121,2,3037.21,0.05
OI009103,ORD03647,P0104,4,1088.18,0.1
OI009104,ORD03648,P0023,1,1248.09,0
OI009105,ORD03648,P0087,2,2551.28,0.2
OI009106,ORD03648,P0090,2,694.48,0
OI009107,ORD03649,P0105,1,2416.81,0.1
OI009108,ORD03649,P0143,1,1002.28,0.1
OI009109,ORD03650,P0146,1,26.05,0
OI009110,ORD03650,P0040,2,236.63,0.05
OI009111,ORD03650,P0186,4,1919.45,0
OI009112,ORD03650,P0044,2,439.39,0
OI009113,ORD03651,P0065,2,12740.64,0
OI009114,ORD03651,P0148,2,153.99,0.15
OI009115,ORD03651,P0073,2,9115,0.05
OI009116,ORD03652,P0193,3,593.23,0.1
OI009117,ORD03652,P0080,2,944.28,0
OI009118,ORD03652,P0194,1,473.6,0
OI009119,ORD03653,P0022,2,8676.7,0
OI009120,ORD03653,P0092,2,322.21,0.15
OI009121,ORD03653,P0104,3,1066.42,0.2
OI009122,ORD03654,P0104,2,1088.18,0.05
OI009123,ORD03654,P0087,1,2501.25,0
OI009124,ORD03655,P0180,1,1229.19,0.05
OI009125,ORD03655,P0161,4,2701.13,0.1
OI009126,ORD03656,P0031,3,1372.86,0.2
OI009127,ORD03656,P0004,2,1594.68,0.1
OI009128,ORD03657,P0050,2,2688.08,0
OI009129,ORD03657,P0141,1,1347.9,0.1
OI009130,ORD03658,P0179,2,2040.25,0
OI009131,ORD03658,P0024,2,1416.78,0
OI009132,ORD03659,P0113,1,28147.86,0.1
OI009133,ORD03659,P0118,2,56941.9,0
OI009134,ORD03659,P0177,1,2183.51,0.15
OI009135,ORD03660,P0025,2,1024.33,0.2
OI009136,ORD03660,P0167,1,69488.37,0.15
OI009137,ORD03660,P0056,1,72809.48,0.15
OI009138,ORD03661,P0101,3,1289.34,0.2
OI009139,ORD03661,P0064,3,23322.1,0.15
OI009140,ORD03661,P0043,3,493.97,0.2
OI009141,ORD03662,P0068,2,2356.18,0
OI009142,ORD03662,P0012,1,1961.09,0.15
OI009143,ORD03663,P0140,2,338.83,0
OI009144,ORD03663,P0045,1,470.87,0.15
OI009145,ORD03664,P0100,1,528.09,0
OI009146,ORD03664,P0062,2,55469.61,0
OI009147,ORD03665,P0199,1,595.7,0.1
OI009148,ORD03665,P0041,1,607.51,0.1
OI009149,ORD03666,P0121,3,2977.66,0
OI009150,ORD03666,P0168,1,31177.86,0.1
OI009151,ORD03666,P0055,1,3422.37,0.05
OI009152,ORD03667,P0156,1,1251.21,0
OI009153,ORD03667,P0092,2,322.21,0.2
OI009154,ORD03667,P0101,3,1289.34,0
OI009155,ORD03668,P0191,1,414.15,0
OI009156,ORD03668,P0146,1,26.05,0
OI009157,ORD03669,P0154,4,397.31,0.15
OI009158,ORD03669,P0137,1,719.63,0.1
OI009159,ORD03670,P0085,1,335.79,0
OI009160,ORD03670,P0125,1,1338.95,0.15
OI009161,ORD03671,P0166,1,72139.58,0.05
OI009162,ORD03671,P0199,2,595.7,0.2
OI009163,ORD03672,P0150,2,234.38,0.2
OI009164,ORD03672,P0130,1,6651.74,0
OI009165,ORD03673,P0033,1,1055.37,0
OI009166,ORD03673,P0046,4,1157.49,0.05
OI009167,ORD03673,P0169,1,1472.96,0.1
OI009168,ORD03674,P0174,1,26874.76,0
OI009169,ORD03674,P0156,2,1276.74,0
OI009170,ORD03675,P0008,1,60611.2,0.05
OI009171,ORD03675,P0047,2,942.88,0.1
OI009172,ORD03675,P0092,2,322.21,0.05
OI009173,ORD03676,P0045,1,461.45,0.15
OI009174,ORD03676,P0179,2,1999.44,0.05
OI009175,ORD03677,P0011,1,3214.6,0.1
OI009176,ORD03677,P0127,3,4703.47,0
OI009177,ORD03678,P0059,4,1490.4,0.15
OI009178,ORD03678,P0074,1,13403.43,0.15
OI009179,ORD03679,P0087,1,2501.25,0
OI009180,ORD03679,P0095,4,233.9,0.2
OI009181,ORD03679,P0051,1,2328.37,0.2
OI009182,ORD03680,P0162,2,4205.41,0.1
OI009183,ORD03680,P0004,3,1626.57,0.15
OI009184,ORD03680,P0189,1,1543.42,0.2
OI009185,ORD03681,P0151,2,638.29,0
OI009186,ORD03681,P0055,2,3422.37,0.15
OI009187,ORD03682,P0021,2,1966.77,0.05
OI009188,ORD03682,P0060,2,9370.74,0.05
OI009189,ORD03683,P0055,2,3492.21,0.1
OI009190,ORD03683,P0166,1,73611.82,0.15
OI009191,ORD03684,P0112,1,65735.39,0.05
OI009192,ORD03684,P0079,2,1470.09,0.2
OI009193,ORD03685,P0199,2,595.7,0
OI009194,ORD03685,P0031,2,1372.86,0.15
OI009195,ORD03685,P0194,2,473.6,0.05
OI009196,ORD03686,P0037,1,323.73,0.05
OI009197,ORD03686,P0003,1,31203.72,0
OI009198,ORD03686,P0079,2,1440.69,0
OI009199,ORD03687,P0076,1,2049.54,0
OI009200,ORD03687,P0193,1,593.23,0.2
OI009201,ORD03687,P0112,3,65735.39,0
OI009202,ORD03687,P0058,2,31356.24,0
OI009203,ORD03688,P0151,3,638.29,0
OI009204,ORD03688,P0038,2,149.11,0.15
OI009205,ORD03688,P0081,2,375.32,0.2
OI009206,ORD03689,P0134,3,1531.61,0
OI009207,ORD03689,P0155,2,523.66,0.15
OI009208,ORD03690,P0063,1,54865.76,0
OI009209,ORD03690,P0198,2,947.71,0
OI009210,ORD03691,P0185,2,6510.85,0.1
OI009211,ORD03691,P0013,3,2682.88,0.1
OI009212,ORD03692,P0004,2,1626.57,0
OI009213,ORD03692,P0062,1,55469.61,0
OI009214,ORD03692,P0178,1,2687.82,0
OI009215,ORD03693,P0062,1,56579,0.05
OI009216,ORD03693,P0008,1,60611.2,0.05
OI009217,ORD03693,P0057,2,65329.71,0
OI009218,ORD03694,P0060,1,9187,0.05
OI009219,ORD03694,P0188,1,1279.04,0
OI009220,ORD03695,P0114,1,1477,0.15
OI009221,ORD03695,P0172,2,49468.8,0
OI009222,ORD03696,P0076,2,2049.54,0
OI009223,ORD03696,P0163,3,2744.22,0.2
OI009224,ORD03697,P0069,2,1785.79,0.05
OI009225,ORD03697,P0153,1,475.15,0.1
OI009226,ORD03697,P0123,1,2400.64,0
OI009227,ORD03697,P0143,2,1002.28,0.05
OI009228,ORD03698,P0096,2,594.98,0.15
OI009229,ORD03698,P0041,1,607.51,0.15
OI009230,ORD03698,P0137,2,719.63,0.2
OI009231,ORD03699,P0077,2,9139.65,0
OI009232,ORD03699,P0025,3,1024.33,0.15
OI009233,ORD03699,P0096,1,594.98,0.15
OI009234,ORD03699,P0125,1,1312.17,0
OI009235,ORD03700,P0162,1,4205.41,0
OI009236,ORD03700,P0126,1,2735.82,0.15
OI009237,ORD03701,P0020,2,7413.73,0.2
OI009238,ORD03701,P0148,1,150.97,0.05
OI009239,ORD03701,P0046,2,1112.09,0.15
OI009240,ORD03702,P0150,1,229.69,0
OI009241,ORD03702,P0041,1,607.51,0
OI009242,ORD03702,P0162,1,4205.41,0.1
OI009243,ORD03703,P0037,4,317.38,0
OI009244,ORD03703,P0058,2,31996.16,0.1
OI009245,ORD03704,P0048,1,1380.18,0.1
OI009246,ORD03704,P0071,3,2802.62,0.2
OI009247,ORD03704,P0129,3,12231.92,0
OI009248,ORD03705,P0199,1,595.7,0.2
OI009249,ORD03705,P0188,1,1279.04,0
OI009250,ORD03705,P0108,3,3284.11,0
OI009251,ORD03705,P0037,1,317.38,0
OI009252,ORD03706,P0036,1,27.47,0
OI009253,ORD03706,P0143,2,1002.28,0
OI009254,ORD03706,P0072,1,4847.82,0
OI009255,ORD03707,P0059,1,1461.18,0.1
OI009256,ORD03707,P0049,1,1162.55,0
OI009257,ORD03707,P0109,3,2532.4,0
OI009258,ORD03708,P0153,1,484.65,0.1
OI009259,ORD03708,P0043,3,484.09,0.2
OI009260,ORD03709,P0137,1,719.63,0.2
OI009261,ORD03709,P0153,2,475.15,0.1
OI009262,ORD03710,P0155,1,534.13,0
OI009263,ORD03710,P0195,2,373.8,0.2
OI009264,ORD03710,P0047,3,942.88,0.1
OI009265,ORD03711,P0186,2,1881.06,0.1
OI009266,ORD03711,P0147,1,306.64,0
OI009267,ORD03712,P0168,2,31814.14,0
OI009268,ORD03712,P0047,1,942.88,0.15
OI009269,ORD03713,P0062,2,55469.61,0.05
OI009270,ORD03713,P0024,1,1416.78,0.1
OI009271,ORD03713,P0114,2,1537.28,0.15
OI009272,ORD03714,P0185,1,6380.63,0
OI009273,ORD03714,P0018,2,8876.09,0.05
OI009274,ORD03714,P0012,2,1961.09,0.15
OI009275,ORD03715,P0158,3,1538.09,0
OI009276,ORD03715,P0156,1,1276.74,0.15
OI009277,ORD03715,P0121,1,2977.66,0
OI009278,ORD03715,P0077,3,8960.44,0.15
OI009279,ORD03716,P0030,1,326.46,0
OI009280,ORD03716,P0158,1,1569.48,0
OI009281,ORD03717,P0142,2,2613.05,0.15
OI009282,ORD03717,P0025,1,1044.82,0.1
OI009283,ORD03718,P0091,2,29.1,0
OI009284,ORD03718,P0141,2,1320.94,0.1
OI009285,ORD03719,P0144,3,633.09,0.1
OI009286,ORD03719,P0005,2,8934.63,0.1
OI009287,ORD03720,P0058,2,31996.16,0.15
OI009288,ORD03720,P0194,2,464.13,0.1
OI009289,ORD03721,P0139,3,472.08,0
OI009290,ORD03721,P0069,3,1821.51,0.2
OI009291,ORD03722,P0129,2,11987.28,0
OI009292,ORD03722,P0179,1,1999.44,0.05
OI009293,ORD03722,P0158,1,1538.09,0.1
OI009294,ORD03723,P0042,2,406.06,0
OI009295,ORD03723,P0106,3,2375.01,0.15
OI009296,ORD03723,P0046,1,1134.79,0
OI009297,ORD03724,P0145,1,694.48,0
OI009298,ORD03724,P0174,2,26874.76,0
OI009299,ORD03725,P0127,3,4703.47,0.15
OI009300,ORD03725,P0130,2,6787.49,0
OI009301,ORD03726,P0104,1,1088.18,0
OI009302,ORD03726,P0170,4,8986.41,0.05
OI009303,ORD03726,P0003,1,31203.72,0.15
OI009304,ORD03726,P0038,1,152.09,0
OI009305,ORD03727,P0196,2,1383.98,0.05
OI009306,ORD03727,P0039,1,613.63,0.15
OI009307,ORD03728,P0052,1,4127.99,0.1
OI009308,ORD03728,P0173,3,57765.33,0.2
OI009309,ORD03729,P0096,1,594.98,0.1
OI009310,ORD03729,P0126,2,2735.82,0.15
OI009311,ORD03730,P0042,1,406.06,0
OI009312,ORD03730,P0148,2,147.95,0.2
OI009313,ORD03731,P0136,1,428.37,0.2
OI009314,ORD03731,P0109,4,2583.05,0.2
OI009315,ORD03732,P0007,3,49491.62,0.2
OI009316,ORD03732,P0145,1,694.48,0.2
OI009317,ORD03732,P0080,2,963.55,0.05
OI009318,ORD03732,P0154,1,397.31,0.2
OI009319,ORD03733,P0043,4,493.97,0.1
OI009320,ORD03733,P0182,1,5103.64,0.1
OI009321,ORD03733,P0041,2,607.51,0.05
OI009322,ORD03734,P0164,3,2448.59,0
OI009323,ORD03734,P0059,1,1461.18,0
OI009324,ORD03735,P0183,1,8707.37,0
OI009325,ORD03735,P0147,1,306.64,0.2
OI009326,ORD03736,P0067,2,2164.79,0.05
OI009327,ORD03736,P0050,2,2688.08,0.05
OI009328,ORD03736,P0059,1,1461.18,0.1
OI009329,ORD03737,P0141,4,1347.9,0.05
OI009330,ORD03737,P0071,1,2802.62,0.1
OI009331,ORD03738,P0124,1,1870.74,0.1
OI009332,ORD03738,P0018,2,8876.09,0.15
OI009333,ORD03738,P0169,1,1444.08,0.2
OI009334,ORD03739,P0121,1,2977.66,0.15
OI009335,ORD03739,P0164,3,2448.59,0
OI009336,ORD03740,P0131,2,1976.64,0.2
OI009337,ORD03740,P0033,1,1076.48,0.1
OI009338,ORD03740,P0078,2,1231.65,0
OI009339,ORD03741,P0161,1,2648.17,0.15
OI009340,ORD03741,P0068,2,2356.18,0.1
OI009341,ORD03741,P0056,1,72809.48,0
OI009342,ORD03742,P0157,1,852.33,0.05
OI009343,ORD03742,P0085,1,335.79,0
OI009344,ORD03743,P0012,3,1961.09,0.15
OI009345,ORD03743,P0027,1,691.62,0
OI009346,ORD03743,P0058,1,32636.08,0.1
OI009347,ORD03744,P0105,2,2466.13,0.05
OI009348,ORD03744,P0025,1,1044.82,0.05
OI009349,ORD03745,P0113,1,27584.9,0
OI009350,ORD03745,P0036,1,26.39,0
OI009351,ORD03746,P0109,2,2583.05,0.1
OI009352,ORD03746,P0120,1,12229.12,0.2
OI009353,ORD03747,P0066,3,2868.86,0
OI009354,ORD03747,P0019,2,13432.15,0.05
OI009355,ORD03747,P0055,1,3492.21,0.15
OI009356,ORD03748,P0176,1,3230.44,0.15
OI009357,ORD03748,P0105,1,2466.13,0.1
OI009358,ORD03748,P0162,1,4205.41,0.05
OI009359,ORD03749,P0037,1,311.03,0.05
OI009360,ORD03749,P0007,1,49491.62,0.05
OI009361,ORD03750,P0066,2,2927.41,0
OI009362,ORD03750,P0104,1,1088.18,0.1
OI009363,ORD03750,P0162,1,4205.41,0.15
OI009364,ORD03751,P0133,2,1370.53,0.2
OI009365,ORD03751,P0001,1,71812.96,0
OI009366,ORD03751,P0115,1,8577.77,0.05
OI009367,ORD03751,P0056,2,74295.39,0.2
OI009369,ORD03752,P0031,2,1400.88,0.15
OI009370,ORD03752,P0079,2,1440.69,0.15
OI009371,ORD03753,P0157,4,869.72,0
OI009372,ORD03753,P0009,2,24075.69,0.1
OI009373,ORD03754,P0188,1,1279.04,0
OI009374,ORD03754,P0198,3,929.13,0
OI009375,ORD03754,P0093,1,143.61,0
OI009376,ORD03755,P0172,1,50458.18,0
OI009377,ORD03755,P0013,2,2682.88,0.2
OI009378,ORD03756,P0152,3,429.44,0.15
OI009379,ORD03756,P0190,1,995.63,0
OI009380,ORD03757,P0132,3,8867.88,0
OI009381,ORD03757,P0177,1,2140.7,0.05
OI009382,ORD03758,P0007,1,50481.45,0.1
OI009383,ORD03758,P0140,1,338.83,0.1
OI009384,ORD03759,P0195,2,373.8,0.1
OI009385,ORD03759,P0157,1,869.72,0
OI009386,ORD03759,P0163,1,2856.22,0.1
OI009387,ORD03760,P0047,1,961.74,0.2
OI009388,ORD03760,P0137,1,719.63,0
OI009389,ORD03761,P0121,2,2977.66,0
OI009390,ORD03761,P0062,1,55469.61,0
OI009391,ORD03762,P0193,1,593.23,0.05
OI009392,ORD03762,P0112,1,65735.39,0.05
OI009393,ORD03763,P0111,3,75270.37,0.2
OI009394,ORD03763,P0085,1,335.79,0
OI009395,ORD03764,P0103,1,1503.27,0
OI009396,ORD03764,P0133,2,1343.12,0.1
OI009397,ORD03765,P0185,1,6641.07,0
OI009398,ORD03765,P0157,1,869.72,0.2
OI009399,ORD03766,P0053,2,2909.1,0.05
OI009400,ORD03766,P0178,1,2741.58,0.2
OI009401,ORD03767,P0005,1,8934.63,0
OI009402,ORD03767,P0189,4,1543.42,0.2
OI009403,ORD03767,P0017,1,5152.18,0.15
OI009404,ORD03768,P0029,1,476.88,0.1
OI009405,ORD03768,P0155,2,534.13,0.05
OI009406,ORD03768,P0142,1,2561.81,0
OI009407,ORD03769,P0071,2,2802.62,0.1
OI009408,ORD03769,P0169,2,1415.2,0.15
OI009409,ORD03770,P0121,1,2977.66,0.1
OI009410,ORD03770,P0183,1,8885.07,0
OI009411,ORD03771,P0134,2,1531.61,0
OI009412,ORD03771,P0001,1,71812.96,0.2
OI009413,ORD03772,P0023,1,1248.09,0
OI009414,ORD03772,P0085,1,335.79,0.05
OI009415,ORD03772,P0047,1,924.02,0.05
OI009416,ORD03772,P0072,4,4847.82,0.1
OI009417,ORD03773,P0169,2,1472.96,0.1
OI009418,ORD03773,P0052,2,4127.99,0.1
OI009419,ORD03774,P0194,1,473.6,0.05
OI009420,ORD03774,P0119,3,26055.76,0.05
OI009421,ORD03774,P0115,1,8749.33,0.05
OI009422,ORD03775,P0197,2,2485.62,0
OI009423,ORD03775,P0116,2,64047.72,0
OI009424,ORD03776,P0200,1,704.35,0
OI009425,ORD03776,P0122,2,2056.15,0
OI009426,ORD03776,P0043,1,493.97,0
OI009427,ORD03776,P0091,1,29.68,0
OI009428,ORD03777,P0101,2,1289.34,0.2
OI009429,ORD03777,P0048,2,1408.35,0.1
OI009430,ORD03778,P0200,1,718.72,0.15
OI009431,ORD03778,P0185,1,6510.85,0.1
OI009432,ORD03778,P0198,1,929.13,0.1
OI009433,ORD03779,P0054,1,2365.89,0.05
OI009434,ORD03779,P0073,1,8757.54,0.1
OI009435,ORD03780,P0190,1,976.11,0.05
OI009436,ORD03780,P0001,1,71812.96,0.05
OI009437,ORD03780,P0104,2,1088.18,0.1
OI009438,ORD03780,P0067,2,2122.34,0.05
OI009439,ORD03781,P0116,1,64047.72,0.1
OI009440,ORD03781,P0152,1,429.44,0.15
OI009441,ORD03781,P0179,3,2081.05,0.15
OI009442,ORD03782,P0180,4,1229.19,0.2
OI009443,ORD03782,P0093,1,146.48,0.05
OI009444,ORD03783,P0042,4,406.06,0.1
OI009445,ORD03783,P0175,1,12067.37,0
OI009446,ORD03784,P0166,2,73611.82,0
OI009447,ORD03784,P0117,1,54010.34,0.15
OI009448,ORD03785,P0081,4,375.32,0.1
OI009449,ORD03785,P0125,2,1338.95,0
OI009450,ORD03785,P0158,2,1569.48,0.1
OI009451,ORD03786,P0196,1,1411.66,0
OI009452,ORD03786,P0144,1,633.09,0
OI009453,ORD03787,P0094,2,596.89,0.15
OI009454,ORD03787,P0095,1,238.67,0
OI009455,ORD03788,P0158,2,1569.48,0.1
OI009456,ORD03788,P0044,1,430.77,0.1
OI009457,ORD03788,P0060,1,9370.74,0.05
OI009458,ORD03789,P0153,1,484.65,0
OI009459,ORD03789,P0065,1,12740.64,0.2
OI009460,ORD03790,P0094,1,609.07,0.1
OI009461,ORD03790,P0115,1,8577.77,0.05
OI009462,ORD03790,P0131,1,2016.98,0.1
OI009463,ORD03790,P0180,2,1229.19,0.05
OI009464,ORD03791,P0057,1,65329.71,0
OI009465,ORD03791,P0079,2,1470.09,0.2
OI009466,ORD03792,P0062,3,54360.22,0.05
OI009467,ORD03792,P0179,1,1999.44,0.05
OI009468,ORD03793,P0199,1,595.7,0.2
OI009469,ORD03793,P0038,3,146.13,0.05
OI009470,ORD03794,P0044,1,422.15,0.15
OI009471,ORD03794,P0102,2,950.52,0.2
OI009472,ORD03794,P0092,1,328.65,0
OI009473,ORD03795,P0024,2,1445.12,0.1
OI009474,ORD03795,P0002,2,63130.56,0
OI009475,ORD03796,P0079,1,1499.49,0.15
OI009476,ORD03796,P0091,1,29.68,0
OI009477,ORD03796,P0151,2,625.52,0
OI009478,ORD03797,P0172,3,49468.8,0
OI009479,ORD03797,P0106,2,2375.01,0.1
OI009480,ORD03797,P0074,1,13140.62,0
OI009481,ORD03798,P0182,2,5205.71,0.15
OI009482,ORD03798,P0074,1,13140.62,0.1
OI009483,ORD03799,P0146,2,26.57,0.05
